"y_on_time_b","on_time_a","planned_dur_a","planned_dur_b","planned_layover_sec","ampeak_a","pmpeak_a","route_pair"
0,0,1560,1680,120,0,1,"80_80"
1,0,1680,1560,840,0,1,"80_80"
1,1,1560,1560,300,0,1,"80_80"
1,1,1560,1380,420,0,0,"16_19"
1,1,1380,1740,0,0,0,"19_19"
1,1,1740,1380,660,1,0,"19_19"
1,1,1380,1860,0,1,0,"19_19"
1,1,1860,1440,600,1,0,"19_81"
1,1,1440,2820,0,1,0,"81_81"
1,1,2820,1440,360,1,0,"81_410"
1,1,1440,1740,0,0,0,"410_410"
1,1,1740,1560,300,0,0,"410_20"
1,1,1560,2100,0,0,0,"20_20"
1,1,2100,1200,300,0,0,"20_410"
1,1,1200,1740,0,0,0,"410_410"
1,1,1740,1560,300,0,0,"410_20"
1,1,1560,2100,0,0,0,"20_20"
1,1,2100,1800,480,0,0,"20_16"
1,1,1800,1620,0,0,0,"16_16"
1,1,1620,1560,480,0,0,"16_428"
1,1,1560,1680,180,0,0,"428_428"
1,1,1680,1560,360,0,0,"428_81"
1,1,1560,2820,0,0,0,"81_81"
0,1,2820,1800,480,0,1,"81_19"
0,0,1800,2040,0,0,1,"19_19"
1,0,2040,1560,420,0,1,"19_81"
1,1,1560,2700,0,0,1,"81_81"
1,1,2700,1140,540,0,1,"81_410"
1,1,1140,1620,0,0,0,"410_410"
1,1,1620,1560,300,0,0,"410_20"
1,1,1560,1980,0,0,0,"20_20"
1,1,1980,1140,540,0,0,"20_410"
1,1,1140,1620,0,0,0,"410_410"
1,1,1620,1140,300,0,0,"410_71"
1,1,1140,1320,0,0,0,"71_71"
1,1,1140,1320,0,0,0,"71_71"
1,1,1320,1320,540,0,0,"71_81"
1,1,1320,2700,0,0,0,"81_81"
1,1,2700,1080,780,0,0,"81_410"
1,1,1500,2820,0,1,0,"81_81"
1,1,1380,2820,0,0,0,"81_81"
1,1,2820,1620,600,0,0,"81_99"
1,1,1620,3360,0,0,0,"99_99"
1,1,3360,1740,420,0,0,"99_23"
1,1,1740,1860,120,0,0,"23_23"
1,1,1860,1380,480,0,0,"23_81"
0,1,1380,2820,0,0,0,"81_81"
0,0,2820,1740,420,0,0,"81_20"
0,0,1740,2220,0,0,1,"20_20"
0,0,2220,1560,420,0,1,"20_81"
1,1,1200,1740,0,0,0,"410_410"
1,1,1560,2700,0,0,1,"81_81"
0,1,2700,1500,600,0,1,"81_78"
0,0,1500,1140,0,0,1,"78_78"
1,0,1140,1320,420,0,1,"78_71"
1,1,1320,1440,0,0,1,"71_71"
1,1,1440,1080,420,0,1,"71_417"
1,1,1080,1740,0,0,0,"417_417"
1,1,1740,960,780,0,0,"417_417"
1,1,960,1740,0,0,0,"417_417"
1,1,1740,1320,600,0,0,"417_81"
1,1,1320,2700,0,0,0,"81_81"
1,1,2700,1740,780,0,0,"81_73"
1,1,1740,1500,120,0,0,"73_73"
1,1,1500,1560,480,0,0,"73_428"
1,1,1380,1020,420,0,0,"428_71"
1,1,1020,360,0,0,0,"71_71"
1,1,1260,1080,0,0,1,"75_75"
1,0,2940,1560,720,0,1,"83_81"
1,1,1560,2700,0,0,1,"81_81"
1,1,2700,3360,540,0,0,"81_123"
1,1,1380,1740,0,1,0,"410_410"
1,1,1980,1200,480,0,0,"82_71"
1,1,1200,1440,0,0,0,"71_71"
1,1,1980,600,480,1,0,"180_82"
1,1,600,1980,0,1,0,"82_82"
1,1,960,2040,420,0,1,"125_428"
1,1,2040,1440,120,0,1,"428_428"
1,1,1440,1920,420,0,1,"428_82"
1,1,1380,1500,780,0,0,"76_6"
1,1,1500,1740,720,0,0,"6_6"
1,1,1740,2400,480,1,0,"6_128"
1,1,2400,2700,840,1,0,"128_199"
1,1,540,2880,0,0,0,"83_83"
1,1,2880,1320,420,1,0,"83_417"
1,1,1320,1980,0,1,0,"417_417"
1,1,840,1740,0,1,0,"74_74"
1,1,3060,1740,660,1,0,"83_428"
1,1,1740,1680,120,1,0,"428_428"
1,1,1680,1620,360,1,0,"428_73"
1,1,1620,1740,120,0,0,"73_73"
1,1,1860,2280,540,1,0,"73_14"
1,1,2280,3480,480,1,0,"14_4"
1,1,3480,1380,720,1,0,"4_81"
1,1,1380,2820,0,0,0,"81_81"
1,1,2820,3660,660,0,0,"81_4"
1,1,1740,1920,120,0,0,"32_32"
1,1,1920,3480,840,0,0,"32_4"
1,1,3480,1440,420,0,0,"4_3"
1,1,1440,1800,0,0,0,"3_3"
0,1,1800,1740,480,0,0,"3_20"
0,0,1740,2220,0,0,1,"20_20"
1,0,2220,2640,540,0,1,"20_14"
1,1,2640,3600,480,0,1,"14_4"
1,1,3600,540,660,0,1,"4_83"
1,1,540,2700,0,0,0,"83_83"
1,1,2700,540,360,0,0,"83_83"
1,1,540,2700,0,0,0,"83_83"
1,1,2700,540,360,0,0,"83_83"
1,1,540,1860,0,0,0,"83_83"
0,0,2940,1500,540,0,1,"83_19"
0,0,1500,1800,0,0,1,"19_19"
0,0,2940,1740,420,0,1,"83_428"
1,0,1740,1440,660,0,1,"428_428"
1,1,1440,1440,480,0,1,"428_120"
1,1,2820,1320,420,1,0,"81_417"
1,1,1320,1980,0,1,0,"417_417"
1,1,540,3060,0,1,0,"83_83"
1,1,3060,1140,360,1,0,"83_75"
1,1,1140,1080,0,0,0,"75_75"
1,1,1080,1620,780,0,0,"75_73"
1,1,1620,1740,120,0,0,"73_73"
0,1,1740,1140,720,0,0,"73_75"
1,0,1140,1080,0,0,0,"75_75"
1,1,2820,1740,360,0,0,"83_73"
1,1,1740,1740,120,0,0,"73_73"
1,1,1560,2100,0,0,0,"20_20"
0,0,2940,2580,420,0,1,"84_25"
1,0,2580,2220,120,0,1,"25_25"
1,1,2220,1740,480,0,1,"25_73"
1,1,1740,1620,120,0,1,"73_73"
1,1,1620,1140,540,0,0,"73_75"
1,1,1140,1020,0,0,0,"75_75"
1,1,1020,1560,780,0,0,"75_99"
1,1,1560,3360,0,0,0,"99_99"
1,1,3360,540,480,0,0,"99_84"
1,1,540,2640,0,0,0,"84_84"
1,1,2640,540,420,0,0,"84_84"
1,1,540,2640,0,0,0,"84_84"
1,1,2640,540,420,0,0,"84_84"
1,1,540,2640,0,0,0,"84_84"
1,1,2760,2280,420,1,0,"84_98"
1,1,2760,1440,420,1,0,"84_185"
1,1,1440,2160,120,1,0,"185_85"
1,1,960,540,420,0,1,"125_84"
0,1,540,2880,0,0,1,"84_84"
1,1,2460,960,0,0,1,"9_9"
1,1,960,2520,720,0,1,"9_25"
1,1,2520,2100,120,0,1,"25_25"
1,1,2100,540,420,0,1,"25_84"
1,1,540,2760,0,0,0,"84_84"
1,1,2760,540,300,0,0,"84_84"
1,1,540,2760,0,0,0,"84_84"
1,1,2760,540,300,0,0,"84_84"
1,1,540,2640,0,0,0,"84_84"
1,1,2640,1740,420,0,0,"84_73"
1,1,1740,1500,120,0,0,"73_73"
1,1,2220,2220,840,0,0,"25_25"
0,1,1860,900,360,0,0,"6_125"
1,0,1680,1740,840,0,0,"60_54"
0,1,1740,3240,420,1,0,"54_88"
0,0,3240,3360,300,1,0,"88_88"
1,1,1560,2100,420,0,0,"16_14"
1,1,2100,1920,660,1,0,"14_132"
1,1,1920,3360,300,1,0,"132_88"
1,0,2820,3240,420,1,0,"161_88"
1,1,3240,3120,300,1,0,"88_88"
1,1,2280,3240,420,1,0,"20_88"
1,1,3240,3120,480,1,0,"88_88"
1,1,3480,3240,300,0,0,"8_8"
1,1,3240,3240,600,0,0,"8_88"
1,1,3240,3180,660,0,0,"88_88"
1,1,3840,3420,300,0,1,"88_88"
1,1,3420,3180,600,0,1,"88_88"
1,1,3180,2820,600,0,1,"88_88"
1,1,1200,1740,0,0,0,"410_410"
1,1,1740,3600,360,0,0,"410_88"
1,1,3600,3360,720,0,0,"88_88"
1,1,3360,3840,480,0,0,"88_88"
1,1,3840,3120,600,0,1,"88_88"
1,1,2040,1560,0,0,0,"76_76"
1,1,1560,3840,420,0,0,"76_88"
0,1,3840,3660,300,0,0,"88_88"
1,0,3660,3600,420,0,1,"88_8"
1,1,3840,3360,480,0,0,"88_88"
1,1,3360,3780,420,0,1,"88_8"
1,1,3780,3360,540,0,1,"8_8"
1,1,2580,2220,420,0,0,"28_28"
1,1,2220,3420,600,0,1,"28_88"
1,1,3420,2820,360,0,1,"88_88"
1,1,2820,3180,300,0,1,"88_88"
1,1,3180,2640,840,0,0,"88_88"
1,1,2640,2880,540,0,0,"88_88"
1,1,3600,3120,420,0,1,"88_88"
1,1,1980,2460,420,1,0,"417_98"
1,1,3180,1560,600,1,0,"99_99"
1,1,1560,3300,0,1,0,"99_99"
1,1,3300,1440,420,1,0,"99_410"
1,1,1440,1860,0,1,0,"410_410"
1,1,3180,1560,480,1,0,"99_78"
1,1,1560,1320,120,1,0,"78_78"
1,1,3480,900,480,1,0,"99_125"
1,1,420,1620,480,0,0,"624_99"
1,1,1620,3420,0,0,0,"99_99"
1,1,3420,1920,480,0,1,"99_73"
1,1,1320,1860,0,0,1,"410_410"
1,1,1860,1200,420,0,1,"410_417"
1,1,1200,1980,0,0,1,"417_417"
0,1,1980,1260,540,0,1,"417_99"
1,0,1260,3420,0,0,1,"99_99"
1,1,960,1440,420,0,1,"125_99"
1,1,1440,3420,0,0,1,"99_99"
1,1,3420,1860,540,0,1,"99_16"
1,1,1860,1620,0,0,0,"16_16"
1,1,1620,1320,720,0,0,"16_81"
1,1,1320,2700,0,0,0,"81_81"
1,1,2700,1560,780,0,0,"81_99"
1,1,1560,3360,0,0,0,"99_99"
1,0,1320,2700,0,0,0,"81_81"
1,1,2700,1500,360,0,0,"81_13"
1,1,1500,1500,480,0,0,"13_13"
1,1,1500,1500,300,0,0,"13_13"
0,1,1500,1260,300,0,0,"13_13"
1,1,1620,1500,300,0,0,"60_60"
1,1,1860,1560,840,0,0,"421_99"
1,1,1560,1740,0,0,0,"99_99"
0,1,1080,1620,0,0,0,"410_410"
1,1,1560,1740,0,0,0,"99_99"
1,0,1800,1320,420,1,0,"161_417"
1,1,1320,1980,0,1,0,"417_417"
1,1,1980,1980,480,1,0,"417_120"
0,1,1980,1500,300,1,0,"120_120"
1,1,3360,3600,480,0,0,"123_123"
1,1,540,2820,0,1,0,"84_84"
1,1,2820,1620,360,1,0,"84_73"
1,1,1620,1740,120,0,0,"73_73"
1,1,1740,2880,780,0,0,"73_21"
1,1,2880,2880,120,0,0,"21_21"
1,1,2880,1500,660,0,0,"21_428"
1,1,1500,1500,120,0,0,"428_428"
1,1,1500,1500,480,0,0,"428_428"
1,1,1500,1500,120,0,0,"428_428"
1,1,1500,1920,300,0,0,"428_6"
1,1,1920,2040,300,0,0,"6_6"
1,1,2040,3960,780,0,0,"6_123"
1,1,3960,4140,240,0,1,"123_123"
1,1,4140,1440,480,0,1,"123_120"
1,1,1440,1320,300,0,1,"120_120"
1,1,1680,1500,780,0,0,"73_6"
1,1,1500,1800,720,1,0,"6_6"
1,1,1800,3840,420,1,0,"6_123"
1,1,3360,3840,480,0,0,"123_123"
1,1,3360,3840,480,0,0,"123_123"
1,1,3600,2160,240,1,0,"123_29"
1,1,1740,2160,480,1,0,"410_16"
1,1,2160,1920,0,1,0,"16_16"
1,1,1920,1500,600,1,0,"16_81"
1,1,1500,2820,0,1,0,"81_81"
1,1,2820,1200,300,0,0,"81_410"
1,1,1200,1740,0,0,0,"410_410"
1,1,1740,540,780,0,0,"410_83"
1,1,540,2820,0,0,0,"83_83"
1,1,2820,1800,300,0,0,"83_16"
1,1,1800,1620,0,0,0,"16_16"
1,1,1620,3900,360,0,0,"16_123"
1,1,3900,3720,360,0,0,"123_123"
0,1,3720,1920,540,0,0,"123_82"
0,0,1920,720,0,0,1,"82_82"
0,0,720,1920,780,0,1,"82_82"
0,1,2040,3840,420,1,0,"161_123"
1,0,3840,3480,240,1,0,"123_123"
1,1,3480,2880,420,1,0,"123_21"
1,1,2880,2880,120,0,0,"21_21"
1,1,2880,2400,300,0,0,"21_14"
1,1,2400,2520,300,0,0,"14_14"
1,1,2520,3900,360,0,0,"14_123"
1,1,3900,4020,360,0,0,"123_123"
0,1,4020,3960,420,0,1,"123_4"
1,1,1680,3660,360,0,0,"13_123"
1,1,3660,3720,300,0,0,"123_123"
1,1,3720,1140,360,0,0,"123_75"
1,1,1140,1080,0,0,0,"75_75"
1,1,1080,3960,480,0,0,"75_123"
1,1,3960,4140,360,0,0,"123_123"
1,1,2760,2520,120,0,0,"77_77"
0,1,3720,1740,300,0,0,"123_20"
0,0,1740,2220,0,0,0,"20_20"
0,0,2220,3960,420,0,1,"20_123"
0,0,3960,3480,240,0,1,"123_123"
1,0,3480,1320,540,0,1,"123_81"
1,1,1320,1320,0,0,0,"81_81"
1,1,1320,2700,0,0,0,"81_81"
1,1,2700,3360,780,0,0,"81_123"
1,1,3360,3480,240,0,0,"123_123"
1,1,3480,1140,780,0,0,"123_75"
1,1,1140,1020,0,0,0,"75_75"
1,1,1020,1560,780,0,0,"75_99"
1,1,1560,3360,0,0,0,"99_99"
1,1,4020,3960,480,0,0,"123_123"
0,1,3960,3780,240,0,1,"123_123"
0,0,3780,1020,600,0,1,"123_74"
1,1,4020,2040,420,0,0,"123_16"
1,1,2040,1620,0,0,1,"16_16"
1,1,1620,1320,480,0,1,"16_71"
1,1,1320,1440,0,0,1,"71_71"
1,1,1440,1200,840,0,1,"71_71"
1,1,1200,1440,0,0,1,"71_71"
1,1,1200,1320,0,0,0,"71_71"
1,1,1320,1140,540,0,0,"71_75"
1,1,1140,1020,0,0,0,"75_75"
1,1,1020,3360,780,0,0,"75_123"
1,1,3360,3240,240,0,0,"123_123"
1,1,3240,3060,360,0,0,"123_123"
1,1,3060,900,360,0,0,"123_417"
1,1,900,480,0,0,0,"417_417"
0,1,4140,1920,540,0,1,"123_82"
0,0,1920,720,0,0,1,"82_82"
0,0,720,3540,420,0,1,"82_123"
1,0,3540,3480,240,0,1,"123_123"
1,1,3480,1500,600,0,0,"123_54"
1,1,1500,1560,300,0,0,"54_54"
1,1,1560,3420,540,0,0,"54_4"
1,1,3420,1680,540,0,0,"4_32"
1,1,1680,1740,120,0,0,"32_32"
1,1,1740,3000,360,0,0,"32_4"
0,0,4140,1440,540,0,1,"123_120"
0,0,1440,1440,0,0,1,"120_120"
1,0,1440,1380,300,0,1,"120_120"
1,1,1380,1680,540,0,1,"120_20"
1,1,1680,1980,0,0,0,"20_20"
1,1,1980,1980,0,0,0,"20_20"
0,1,1980,2700,300,0,0,"20_21"
0,0,2700,2700,180,0,0,"21_21"
1,0,2700,1140,660,0,0,"21_75"
1,1,1140,1140,0,0,0,"75_75"
1,1,1140,1020,0,0,0,"75_75"
1,1,1020,3360,780,0,0,"75_123"
1,1,3360,3240,240,0,0,"123_123"
1,1,3240,3060,360,0,0,"123_123"
1,1,2160,1920,780,1,0,"192_132"
1,1,1920,2460,480,1,0,"132_132"
1,1,2460,1680,420,1,0,"132_47"
1,1,1920,2220,120,0,0,"132_132"
1,1,2220,2160,360,0,0,"132_132"
1,1,2160,2220,180,0,0,"132_132"
1,1,2220,2340,300,0,1,"132_192"
1,1,2220,1860,480,0,1,"98_29"
1,1,1860,1680,0,0,1,"29_29"
1,1,2160,2220,120,0,0,"132_132"
1,1,2220,2340,540,0,1,"132_132"
1,1,2340,2280,120,0,1,"132_132"
1,1,2280,2100,300,0,1,"132_192"
1,1,1620,840,840,1,0,"74_74"
1,1,840,1860,0,1,0,"74_74"
1,1,1860,2160,600,1,0,"74_15"
1,1,2160,2460,660,1,0,"15_160"
1,1,2460,2400,240,1,0,"160_160"
1,1,1680,1620,300,0,0,"47_47"
1,1,1620,1680,360,0,0,"47_60"
1,1,1680,1680,120,0,0,"60_60"
1,1,1680,1740,300,0,0,"60_13"
1,0,1560,1680,0,1,0,"16_16"
1,1,2880,2520,240,1,0,"160_160"
1,1,2160,1680,780,1,0,"192_47"
1,1,2580,2460,660,0,0,"160_160"
1,1,2460,1680,360,0,0,"160_13"
0,1,1440,480,0,0,0,"3_3"
1,1,2940,2640,240,0,1,"160_160"
1,1,2640,960,540,0,1,"160_31"
1,1,960,900,120,0,1,"31_31"
1,1,900,2700,300,0,1,"31_160"
1,1,2100,960,360,0,1,"41_49"
1,1,960,1320,0,0,1,"49_49"
1,1,1320,1980,360,0,1,"49_6"
1,1,1980,2040,600,0,1,"6_29"
1,1,2040,1680,0,0,1,"29_29"
1,1,1680,1800,360,0,0,"29_6"
1,1,1800,2640,300,0,0,"6_160"
1,1,2280,1500,420,0,0,"160_5"
1,1,1500,1860,0,0,0,"5_5"
1,1,2220,2340,600,0,0,"160_160"
1,1,3180,2520,540,0,0,"99_161"
1,1,2520,2880,840,1,0,"161_161"
1,1,1560,2760,420,1,0,"16_161"
1,1,1740,2760,480,1,0,"417_161"
1,1,2820,600,420,1,0,"161_82"
0,1,600,1980,0,1,0,"82_82"
1,1,2880,1980,420,0,1,"161_161"
1,1,1980,1860,300,0,1,"161_161"
1,1,1860,1800,660,0,1,"161_161"
1,1,1320,1620,0,0,0,"71_71"
1,1,1620,1920,420,0,0,"71_161"
1,1,1920,2100,300,0,1,"161_161"
1,1,2100,1980,480,0,1,"161_161"
1,1,1980,1980,300,0,1,"161_161"
1,1,2880,1980,540,0,1,"161_161"
0,1,1620,1080,120,0,0,"170_170"
1,0,1080,2220,240,0,0,"170_170"
1,1,2220,1080,120,1,0,"170_170"
1,1,1080,2220,180,1,0,"170_170"
0,0,2280,1080,120,1,0,"170_170"
0,0,1080,2280,420,1,0,"170_170"
1,1,1680,1080,120,0,0,"170_170"
1,1,1080,2220,240,1,0,"170_170"
0,1,2220,1080,120,1,0,"170_170"
0,0,1080,2400,180,1,0,"170_170"
0,0,2400,1080,120,1,0,"170_170"
0,0,1080,2280,300,1,0,"170_170"
1,0,1380,1800,0,0,0,"170_170"
0,1,1800,1380,420,0,1,"170_170"
0,0,1380,1920,0,0,1,"170_170"
0,0,1920,1380,300,0,1,"170_170"
0,0,1380,1620,0,0,1,"170_170"
0,1,1800,1380,420,0,0,"170_170"
0,0,1380,1920,0,0,1,"170_170"
0,0,1920,1380,300,0,1,"170_170"
0,0,1380,1920,0,0,1,"170_170"
0,0,1920,1380,300,0,1,"170_170"
0,0,1380,780,0,0,1,"170_170"
1,1,1920,1560,0,0,0,"76_76"
1,1,1560,1860,420,0,0,"76_1"
1,1,1860,1800,0,0,0,"1_1"
1,1,2820,1740,360,0,0,"83_73"
1,1,1740,1740,120,0,0,"73_73"
1,1,1740,540,540,0,0,"73_84"
1,1,540,2940,0,0,0,"84_84"
1,1,2940,1680,480,0,0,"84_180"
0,1,1680,1800,120,0,1,"180_180"
1,0,1800,1680,840,0,1,"180_180"
0,0,2460,1680,420,0,1,"98_180"
1,0,1680,1800,840,0,1,"180_180"
1,1,1800,1680,600,0,1,"180_180"
1,1,1320,2160,120,1,0,"185_85"
1,1,1560,1800,360,0,0,"410_76"
1,1,1800,1620,0,0,0,"76_76"
1,1,1620,1500,480,1,0,"76_410"
1,1,1500,1920,0,1,0,"410_410"
1,1,1500,1860,0,1,0,"410_410"
1,1,1740,1320,660,1,0,"410_417"
1,1,1320,1980,0,1,0,"417_417"
1,1,1980,2100,540,1,0,"417_161"
1,1,2100,1860,300,1,0,"161_161"
1,1,1860,1200,300,0,0,"161_410"
1,1,1200,1740,0,0,0,"410_410"
1,1,1740,1620,300,0,0,"410_73"
1,1,1620,1740,120,0,0,"73_73"
1,1,1740,1200,480,0,0,"73_410"
1,1,1200,1740,0,0,0,"410_410"
0,1,1740,1560,300,0,0,"410_20"
1,0,1560,2100,0,0,0,"20_20"
1,1,2100,1200,300,0,0,"20_410"
1,1,1200,1740,0,0,0,"410_410"
1,1,1740,1860,300,0,0,"410_73"
1,1,1860,1740,120,0,0,"73_73"
1,1,1740,2520,660,0,0,"73_25"
1,1,2520,2580,120,0,1,"25_25"
0,1,2580,1200,540,0,1,"25_417"
0,0,1200,1800,0,0,1,"417_417"
1,0,1800,1920,600,0,1,"417_82"
1,1,1740,1620,120,0,0,"73_73"
1,1,1560,1980,0,0,0,"20_20"
1,1,1980,1140,540,0,0,"20_410"
1,1,1140,1620,0,0,0,"410_410"
1,1,1620,1560,360,0,0,"410_20"
1,1,1560,1980,0,0,0,"20_20"
1,0,1740,1620,540,1,0,"417_410"
1,1,1620,1920,0,1,0,"410_410"
1,1,1920,1620,480,1,0,"410_410"
1,1,1620,1860,0,1,0,"410_410"
1,1,1860,1860,480,1,0,"410_1"
1,1,1860,1800,0,0,0,"1_1"
1,1,1800,540,360,0,0,"1_83"
1,1,540,2820,0,0,0,"83_83"
1,1,2820,1620,300,0,0,"83_99"
1,1,1620,3300,0,0,0,"99_99"
1,1,3300,1200,300,0,0,"99_410"
1,1,1200,1740,0,0,0,"410_410"
1,1,1740,1860,420,0,0,"410_1"
1,1,1860,1800,0,0,0,"1_1"
1,1,1800,2460,540,0,0,"1_25"
1,1,2460,2700,120,0,0,"25_25"
1,1,2700,1560,540,0,0,"25_81"
1,1,1560,2700,0,0,1,"81_81"
1,1,2700,1860,720,0,1,"81_73"
1,1,2820,2520,120,0,0,"77_77"
0,1,1200,1440,0,0,0,"71_71"
1,0,1440,2340,300,0,0,"71_161"
1,1,2340,2880,300,0,0,"161_161"
1,1,2880,1560,660,0,0,"161_20"
1,1,1560,2100,0,0,0,"20_20"
1,1,2100,1500,540,0,0,"20_410"
1,1,1500,1800,0,0,0,"410_410"
1,1,1320,1860,0,0,1,"410_410"
1,1,1860,1440,420,0,1,"410_410"
0,1,1440,1740,0,0,1,"410_410"
1,0,1740,1260,840,0,1,"410_410"
1,1,1260,1740,0,0,1,"410_410"
1,1,2100,1320,480,0,1,"6_410"
1,1,1320,1860,0,0,1,"410_410"
1,1,1860,1440,720,0,1,"410_410"
1,1,1440,1740,0,0,1,"410_410"
1,1,1740,1920,540,0,1,"410_76"
1,1,1920,1440,0,0,1,"76_76"
1,1,1440,1620,420,0,0,"76_13"
1,1,1620,1620,360,0,0,"13_13"
1,1,900,1560,0,0,0,"74_74"
1,1,1680,1440,420,0,1,"428_410"
1,1,1440,1860,0,0,1,"410_410"
1,1,1860,1260,840,0,1,"410_410"
1,1,1860,1440,480,1,0,"180_19"
1,1,1440,1980,0,1,0,"19_19"
1,1,1980,1320,420,1,0,"19_417"
1,1,1320,1920,0,1,0,"417_417"
1,1,1920,540,360,1,0,"417_83"
1,1,540,2820,0,0,0,"83_83"
1,1,2820,1620,300,0,0,"83_99"
1,1,1620,3300,0,0,0,"99_99"
1,1,3300,1680,480,0,0,"99_23"
1,1,1680,2040,120,0,0,"23_23"
1,1,2040,1020,540,0,0,"23_417"
1,1,1020,1920,0,0,0,"417_417"
1,1,1920,1380,480,0,0,"417_81"
1,1,1380,2820,0,0,0,"81_81"
1,1,1860,1740,120,0,0,"73_73"
1,1,1740,1980,420,0,1,"73_13"
0,1,1980,1380,300,0,1,"13_37"
0,1,1560,1380,540,0,0,"417_81"
1,0,1380,2820,0,1,0,"81_81"
1,1,2820,1320,540,1,0,"81_417"
1,1,1320,1980,0,1,0,"417_417"
1,1,2820,1560,360,0,0,"83_20"
1,1,1560,2100,0,0,0,"20_20"
1,1,2100,1800,480,0,0,"20_16"
1,1,1800,1620,0,0,0,"16_16"
1,1,1620,540,300,0,0,"16_84"
1,1,540,2820,0,0,0,"84_84"
1,1,2820,2400,360,0,0,"84_25"
1,1,2400,2280,240,0,0,"25_25"
1,1,2280,2460,480,0,0,"25_25"
1,1,2460,2760,120,0,0,"25_25"
1,1,2760,1380,540,0,1,"25_71"
0,1,1380,1620,0,0,1,"71_71"
1,0,1620,1680,420,0,1,"71_20"
1,1,1680,1980,0,0,1,"20_20"
1,1,1980,1200,600,0,1,"20_71"
0,1,1200,1440,0,0,0,"71_71"
1,1,1140,1320,0,0,0,"71_71"
1,1,1140,1320,0,0,0,"71_71"
1,1,1320,960,840,0,0,"71_417"
1,1,960,1680,0,0,0,"417_417"
1,1,960,1620,0,0,0,"417_417"
1,1,900,1620,0,0,0,"417_417"
0,1,900,480,0,0,0,"417_417"
1,1,2820,1320,660,0,0,"81_417"
1,1,1320,1740,0,1,0,"417_417"
1,1,2340,3840,420,1,0,"199_123"
1,1,3840,3780,720,1,0,"123_123"
1,1,3780,1200,540,1,0,"123_71"
1,1,1200,1440,0,0,0,"71_71"
1,1,1440,1020,600,0,0,"71_417"
1,1,1020,1920,0,0,0,"417_417"
1,1,1920,1020,660,0,0,"417_417"
1,1,1020,1860,0,0,0,"417_417"
1,1,1860,1020,720,0,0,"417_417"
1,1,1020,1920,0,0,0,"417_417"
1,1,1920,1020,660,0,0,"417_417"
1,1,1020,1920,0,0,0,"417_417"
1,1,1920,1080,600,0,0,"417_417"
1,1,1080,1920,0,0,0,"417_417"
1,1,1920,1620,300,0,0,"417_19"
1,1,1620,2040,0,0,0,"19_19"
1,1,2040,2460,420,0,1,"19_199"
1,1,1320,1920,0,1,0,"417_417"
1,1,1140,1980,0,0,1,"417_417"
1,1,1980,1200,540,0,1,"417_417"
1,1,1200,1800,0,0,1,"417_417"
1,1,1800,1080,720,0,1,"417_417"
1,1,1080,1080,0,0,1,"417_417"
1,1,1080,1800,0,0,1,"417_417"
1,1,1800,3000,540,0,1,"417_21"
1,1,1620,3240,540,0,0,"38_4"
1,0,960,1200,480,0,1,"125_417"
1,1,1200,1800,0,0,1,"417_417"
1,1,1800,2340,420,0,1,"417_199"
0,1,1320,1860,0,0,1,"410_410"
1,0,1860,1200,420,0,1,"410_417"
1,1,1200,1800,0,0,1,"417_417"
1,1,1800,1080,720,0,1,"417_417"
1,1,1080,1800,0,0,1,"417_417"
0,1,960,1560,420,0,1,"125_120"
1,0,1560,1500,300,0,1,"120_120"
1,1,1500,1080,540,0,1,"120_417"
1,1,1080,1800,0,0,1,"417_417"
1,1,1800,1080,420,0,1,"417_417"
1,1,1080,1800,0,0,1,"417_417"
1,1,1800,960,420,0,0,"417_417"
1,1,960,1740,0,0,0,"417_417"
1,1,960,1740,0,0,0,"417_417"
1,1,960,1740,0,0,0,"417_417"
1,1,960,1680,0,0,0,"417_417"
1,1,960,1620,0,0,0,"417_417"
1,1,900,1620,0,0,0,"417_417"
1,1,1620,1140,840,0,0,"417_75"
1,1,1380,2340,480,0,0,"120_421"
1,1,2340,2460,60,1,0,"421_421"
1,1,2460,2100,480,1,0,"421_76"
1,1,2100,1620,0,1,0,"76_76"
1,1,1140,1980,0,0,1,"417_417"
1,1,1980,2760,420,0,1,"417_421"
1,1,2760,2160,120,0,1,"421_421"
1,1,2160,1740,420,0,1,"421_13"
0,1,1740,1620,360,0,0,"13_13"
1,1,1620,1680,660,0,1,"428_428"
0,1,1680,2760,480,0,1,"428_199"
1,1,1680,2040,0,0,1,"19_19"
0,1,2040,1680,660,0,1,"19_20"
0,0,1680,2100,0,0,1,"20_20"
0,0,2100,1500,420,0,1,"20_19"
0,0,1500,1800,0,0,1,"19_19"
0,0,1800,1560,840,0,0,"19_428"
1,0,1560,1440,120,0,0,"428_428"
1,1,1440,1560,480,0,0,"428_428"
1,1,1560,1440,120,0,0,"428_428"
1,1,1440,1560,480,0,0,"428_428"
1,1,1560,1380,120,0,0,"428_428"
1,1,1380,1140,360,0,0,"428_71"
1,1,1140,1320,0,0,0,"71_71"
1,1,1320,1140,600,0,0,"71_75"
1,1,1140,1020,0,0,0,"75_75"
1,1,1020,1500,780,0,0,"75_73"
1,1,2400,1680,660,1,0,"160_42"
1,1,2460,900,600,1,0,"442_125"
1,1,1620,1740,840,1,0,"461_461"
1,1,1740,1620,420,1,0,"461_461"
1,1,1620,1620,300,1,0,"461_461"
1,1,1620,1740,480,1,0,"461_461"
1,1,2640,3180,120,1,0,"462_462"
