"on_time_a","planned_layover_sec","planned_dur_b","avg_var_b","ampeak_a","pmpeak_a","route_pair"
0,300,1900,-230,0,1,"20_1_14_0"
0,300,1900,-230,0,1,"20_1_16_0"
0,300,1900,-230,0,1,"20_1_19_0"
0,300,1900,-230,0,1,"20_1_20_0"
0,300,1900,-230,0,1,"20_1_20_1"
0,300,1900,-230,0,1,"20_1_21_0"
0,300,1900,-230,0,1,"20_1_3_0"
0,300,1900,-230,0,1,"20_1_4_1"
0,300,1900,-230,0,1,"20_1_410_0"
0,300,1900,-230,0,1,"20_1_428_0"
0,300,1900,-230,0,1,"20_1_54_0"
0,300,1900,-230,0,1,"20_1_71_0"
0,300,1900,-230,0,1,"20_1_73_0"
0,300,1900,-230,0,1,"20_1_76_0"
0,300,1900,-230,0,1,"20_1_78_0"
0,300,1900,-230,0,1,"20_1_8_0"
0,300,1900,-230,0,1,"20_1_81_0"
0,300,1900,-230,0,1,"20_1_84_0"
0,300,1900,-230,0,1,"20_1_88_0"
0,300,1900,-230,0,1,"21_0_21_0"
0,300,1900,-230,0,1,"21_0_21_1"
0,300,1900,-230,0,1,"21_1_1_0"
0,300,1900,-230,0,1,"21_1_14_0"
0,300,1900,-230,0,1,"21_1_15_0"
0,300,1900,-230,0,1,"21_1_16_0"
0,300,1900,-230,0,1,"21_1_19_0"
0,300,1900,-230,0,1,"21_1_20_0"
0,300,1900,-230,0,1,"21_1_21_0"
0,300,1900,-230,0,1,"21_1_21_1"
0,300,1900,-230,0,1,"21_1_29_0"
0,300,1900,-230,0,1,"21_1_4_1"
0,300,1900,-230,0,1,"21_1_417_0"
0,300,1900,-230,0,1,"21_1_428_0"
0,300,1900,-230,0,1,"21_1_54_0"
0,300,1900,-230,0,1,"21_1_6_0"
0,300,1900,-230,0,1,"21_1_73_0"
0,300,1900,-230,0,1,"21_1_74_0"
0,300,1900,-230,0,1,"21_1_75_0"
0,300,1900,-230,0,1,"21_1_84_0"
0,300,1900,-230,0,1,"22_0_161_1"
0,300,1900,-230,0,1,"22_0_22_1"
0,300,1900,-230,0,1,"22_1_22_0"
0,300,1900,-230,0,1,"23_0_23_1"
0,300,1900,-230,0,1,"23_1_23_1"
0,300,1900,-230,0,1,"23_1_3_0"
0,300,1900,-230,0,1,"23_1_417_0"
0,300,1900,-230,0,1,"23_1_73_0"
0,300,1900,-230,0,1,"23_1_81_0"
0,300,1900,-230,0,1,"25_0_25_0"
0,300,1900,-230,0,1,"25_0_25_1"
0,300,1900,-230,0,1,"25_1_16_0"
0,300,1900,-230,0,1,"25_1_20_0"
0,300,1900,-230,0,1,"25_1_21_0"
0,300,1900,-230,0,1,"25_1_25_0"
0,300,1900,-230,0,1,"25_1_3_0"
0,300,1900,-230,0,1,"25_1_417_0"
0,300,1900,-230,0,1,"25_1_71_0"
0,300,1900,-230,0,1,"25_1_73_0"
0,300,1900,-230,0,1,"25_1_78_0"
0,300,1900,-230,0,1,"25_1_81_0"
0,300,1900,-230,0,1,"25_1_84_0"
0,300,1900,-230,0,1,"25_1_9_0"
0,300,1900,-230,0,1,"25_1_99_0"
0,300,1900,-230,0,1,"28_0_28_0"
0,300,1900,-230,0,1,"28_0_28_1"
0,300,1900,-230,0,1,"28_1_28_0"
0,300,1900,-230,0,1,"28_1_28_1"
0,300,1900,-230,0,1,"28_1_6_0"
0,300,1900,-230,0,1,"28_1_8_0"
0,300,1900,-230,0,1,"28_1_88_0"
0,300,1900,-230,0,1,"284_1_284_1"
0,300,1900,-230,0,1,"29_0_29_0"
0,300,1900,-230,0,1,"29_0_29_1"
0,300,1900,-230,0,1,"29_1_1_0"
0,300,1900,-230,0,1,"29_1_14_0"
0,300,1900,-230,0,1,"29_1_16_0"
0,300,1900,-230,0,1,"29_1_21_0"
0,300,1900,-230,0,1,"29_1_25_0"
0,300,1900,-230,0,1,"29_1_28_0"
0,300,1900,-230,0,1,"29_1_29_0"
0,300,1900,-230,0,1,"29_1_29_1"
0,300,1900,-230,0,1,"29_1_410_0"
0,300,1900,-230,0,1,"29_1_417_0"
0,300,1900,-230,0,1,"29_1_6_0"
0,300,1900,-230,0,1,"29_1_607_1"
0,300,1900,-230,0,1,"29_1_84_0"
0,300,1900,-230,0,1,"29_1_98_0"
0,300,1900,-230,0,1,"29_1_99_0"
0,300,1900,-230,0,1,"30_1_30_1"
0,300,1900,-230,0,1,"30_1_33_0"
0,300,1900,-230,0,1,"30_1_38_1"
0,300,1900,-230,0,1,"30_1_47_0"
0,300,1900,-230,0,1,"30_1_50_0"
0,300,1900,-230,0,1,"30_1_60_0"
0,300,1900,-230,0,1,"3_0_3_0"
0,300,1900,-230,0,1,"3_0_3_1"
0,300,1900,-230,0,1,"31_0_31_1"
0,300,1900,-230,0,1,"3_1_1_0"
0,300,1900,-230,0,1,"31_1_15_1"
0,300,1900,-230,0,1,"31_1_160_0"
0,300,1900,-230,0,1,"3_1_123_0"
0,300,1900,-230,0,1,"31_1_38_1"
0,300,1900,-230,0,1,"3_1_14_0"
0,300,1900,-230,0,1,"31_1_41_1"
0,300,1900,-230,0,1,"31_1_42_0"
0,300,1900,-230,0,1,"31_1_44_0"
0,300,1900,-230,0,1,"31_1_46_0"
0,300,1900,-230,0,1,"31_1_47_0"
0,300,1900,-230,0,1,"3_1_15_0"
0,300,1900,-230,0,1,"31_1_5_0"
0,300,1900,-230,0,1,"31_1_50_0"
0,300,1900,-230,0,1,"31_1_60_0"
0,300,1900,-230,0,1,"3_1_185_0"
0,300,1900,-230,0,1,"3_1_20_0"
0,300,1900,-230,0,1,"3_1_3_0"
0,300,1900,-230,0,1,"3_1_3_1"
0,300,1900,-230,0,1,"3_1_417_0"
0,300,1900,-230,0,1,"3_1_421_0"
0,300,1900,-230,0,1,"3_1_54_0"
0,300,1900,-230,0,1,"3_1_73_0"
0,300,1900,-230,0,1,"3_1_74_0"
0,300,1900,-230,0,1,"3_1_75_0"
0,300,1900,-230,0,1,"32_0_32_0"
0,300,1900,-230,0,1,"32_0_32_1"
0,300,1900,-230,0,1,"32_1_132_0"
0,300,1900,-230,0,1,"32_1_14_1"
0,300,1900,-230,0,1,"32_1_192_0"
0,300,1900,-230,0,1,"32_1_32_0"
0,300,1900,-230,0,1,"32_1_32_1"
0,300,1900,-230,0,1,"32_1_38_0"
0,300,1900,-230,0,1,"32_1_4_0"
0,300,1900,-230,0,1,"33_0_33_0"
0,300,1900,-230,0,1,"33_0_33_1"
0,300,1900,-230,0,1,"33_1_160_0"
0,300,1900,-230,0,1,"33_1_37_0"
0,300,1900,-230,0,1,"33_1_37_1"
0,300,1900,-230,0,1,"33_1_42_0"
0,300,1900,-230,0,1,"33_1_46_0"
0,300,1900,-230,0,1,"33_1_49_0"
0,300,1900,-230,0,1,"33_1_50_0"
0,300,1900,-230,0,1,"33_1_59_0"
0,300,1900,-230,0,1,"34_0_34_0"
0,300,1900,-230,0,1,"34_0_34_1"
0,300,1900,-230,0,1,"34_1_34_0"
0,300,1900,-230,0,1,"34_1_34_1"
0,300,1900,-230,0,1,"34_1_38_1"
0,300,1900,-230,0,1,"34_1_44_0"
0,300,1900,-230,0,1,"34_1_49_0"
0,300,1900,-230,0,1,"34_1_5_0"
0,300,1900,-230,0,1,"37_0_37_1"
0,300,1900,-230,0,1,"37_1_160_0"
0,300,1900,-230,0,1,"37_1_37_0"
0,300,1900,-230,0,1,"37_1_46_0"
0,300,1900,-230,0,1,"37_1_542_1"
0,300,1900,-230,0,1,"38_0_160_0"
0,300,1900,-230,0,1,"38_0_31_0"
0,300,1900,-230,0,1,"38_0_37_0"
0,300,1900,-230,0,1,"38_0_38_1"
0,300,1900,-230,0,1,"38_0_42_0"
0,300,1900,-230,0,1,"38_0_44_0"
0,300,1900,-230,0,1,"38_0_46_0"
0,300,1900,-230,0,1,"38_0_47_0"
0,300,1900,-230,0,1,"38_0_49_0"
0,300,1900,-230,0,1,"38_0_5_0"
0,300,1900,-230,0,1,"38_0_6_1"
0,300,1900,-230,0,1,"38_1_132_0"
0,300,1900,-230,0,1,"38_1_14_1"
0,300,1900,-230,0,1,"38_1_32_0"
0,300,1900,-230,0,1,"38_1_38_0"
0,300,1900,-230,0,1,"38_1_38_1"
0,300,1900,-230,0,1,"38_1_4_0"
0,300,1900,-230,0,1,"4_0_1_0"
0,300,1900,-230,0,1,"4_0_123_0"
0,300,1900,-230,0,1,"4_0_13_0"
0,300,1900,-230,0,1,"4_0_15_0"
0,300,1900,-230,0,1,"4_0_19_0"
0,300,1900,-230,0,1,"4_0_20_0"
0,300,1900,-230,0,1,"4_0_21_0"
0,300,1900,-230,0,1,"4_0_28_0"
0,300,1900,-230,0,1,"4_0_3_0"
0,300,1900,-230,0,1,"4_0_4_1"
0,300,1900,-230,0,1,"4_0_417_0"
0,300,1900,-230,0,1,"4_0_421_0"
0,300,1900,-230,0,1,"4_0_54_0"
0,300,1900,-230,0,1,"4_0_73_0"
0,300,1900,-230,0,1,"4_0_76_0"
0,300,1900,-230,0,1,"4_0_8_0"
0,300,1900,-230,0,1,"4_0_80_0"
0,300,1900,-230,0,1,"4_0_81_0"
0,300,1900,-230,0,1,"4_0_83_0"
0,300,1900,-230,0,1,"4_0_99_0"
0,300,1900,-230,0,1,"410_0_410_0"
0,300,1900,-230,0,1,"410_0_410_1"
0,300,1900,-230,0,1,"410_1_1_0"
0,300,1900,-230,0,1,"410_1_15_0"
0,300,1900,-230,0,1,"410_1_16_0"
0,300,1900,-230,0,1,"410_1_20_0"
0,300,1900,-230,0,1,"410_1_25_0"
0,300,1900,-230,0,1,"410_1_29_0"
0,300,1900,-230,0,1,"410_1_3_0"
0,300,1900,-230,0,1,"410_1_4_1"
0,300,1900,-230,0,1,"410_1_410_0"
0,300,1900,-230,0,1,"410_1_410_1"
0,300,1900,-230,0,1,"410_1_417_0"
0,300,1900,-230,0,1,"410_1_71_0"
0,300,1900,-230,0,1,"410_1_73_0"
0,300,1900,-230,0,1,"410_1_76_0"
0,300,1900,-230,0,1,"410_1_82_0"
0,300,1900,-230,0,1,"410_1_83_0"
0,300,1900,-230,0,1,"410_1_88_0"
0,300,1900,-230,0,1,"41_1_13_1"
0,300,1900,-230,0,1,"41_1_15_1"
0,300,1900,-230,0,1,"41_1_160_0"
0,300,1900,-230,0,1,"41_1_31_0"
0,300,1900,-230,0,1,"4_1_132_0"
0,300,1900,-230,0,1,"4_1_14_1"
0,300,1900,-230,0,1,"41_1_41_1"
0,300,1900,-230,0,1,"41_1_42_0"
0,300,1900,-230,0,1,"41_1_44_0"
0,300,1900,-230,0,1,"41_1_49_0"
0,300,1900,-230,0,1,"41_1_50_0"
0,300,1900,-230,0,1,"41_1_60_0"
0,300,1900,-230,0,1,"4_1_192_0"
0,300,1900,-230,0,1,"4_1_32_0"
0,300,1900,-230,0,1,"4_1_38_0"
0,300,1900,-230,0,1,"4_1_4_0"
0,300,1900,-230,0,1,"4_1_4_1"
0,300,1900,-230,0,1,"4_1_47_1"
0,300,1900,-230,0,1,"417_0_417_0"
0,300,1900,-230,0,1,"417_0_417_1"
0,300,1900,-230,0,1,"417_1_1_0"
0,300,1900,-230,0,1,"417_1_120_0"
0,300,1900,-230,0,1,"417_1_125_0"
0,300,1900,-230,0,1,"417_1_13_0"
0,300,1900,-230,0,1,"417_1_15_0"
0,300,1900,-230,0,1,"417_1_16_0"
0,300,1900,-230,0,1,"417_1_161_0"
0,300,1900,-230,0,1,"417_1_19_0"
0,300,1900,-230,0,1,"417_1_199_0"
0,300,1900,-230,0,1,"417_1_21_0"
0,300,1900,-230,0,1,"417_1_28_0"
0,300,1900,-230,0,1,"417_1_410_0"
0,300,1900,-230,0,1,"417_1_417_0"
0,300,1900,-230,0,1,"417_1_417_1"
0,300,1900,-230,0,1,"417_1_421_0"
0,300,1900,-230,0,1,"417_1_54_0"
0,300,1900,-230,0,1,"417_1_73_0"
0,300,1900,-230,0,1,"417_1_75_0"
0,300,1900,-230,0,1,"417_1_81_0"
0,300,1900,-230,0,1,"417_1_82_0"
0,300,1900,-230,0,1,"417_1_83_0"
0,300,1900,-230,0,1,"417_1_84_0"
0,300,1900,-230,0,1,"417_1_98_0"
0,300,1900,-230,0,1,"417_1_99_0"
0,300,1900,-230,0,1,"42_0_42_0"
0,300,1900,-230,0,1,"42_0_42_1"
0,300,1900,-230,0,1,"421_0_421_0"
0,300,1900,-230,0,1,"421_0_421_1"
0,300,1900,-230,0,1,"421_1_13_0"
0,300,1900,-230,0,1,"421_1_21_0"
0,300,1900,-230,0,1,"421_1_3_0"
0,300,1900,-230,0,1,"42_1_13_1"
0,300,1900,-230,0,1,"421_1_4_1"
0,300,1900,-230,0,1,"421_1_410_0"
0,300,1900,-230,0,1,"421_1_428_0"
0,300,1900,-230,0,1,"42_1_15_1"
0,300,1900,-230,0,1,"421_1_76_0"
0,300,1900,-230,0,1,"421_1_99_0"
0,300,1900,-230,0,1,"42_1_31_0"
0,300,1900,-230,0,1,"42_1_34_0"
0,300,1900,-230,0,1,"42_1_38_1"
0,300,1900,-230,0,1,"42_1_41_1"
0,300,1900,-230,0,1,"42_1_42_0"
0,300,1900,-230,0,1,"42_1_43_1"
0,300,1900,-230,0,1,"42_1_46_0"
0,300,1900,-230,0,1,"42_1_47_0"
0,300,1900,-230,0,1,"42_1_5_0"
0,300,1900,-230,0,1,"42_1_60_0"
0,300,1900,-230,0,1,"428_0_428_0"
0,300,1900,-230,0,1,"428_0_428_1"
0,300,1900,-230,0,1,"428_1_120_0"
0,300,1900,-230,0,1,"428_1_199_0"
0,300,1900,-230,0,1,"428_1_21_0"
0,300,1900,-230,0,1,"428_1_410_0"
0,300,1900,-230,0,1,"428_1_428_0"
0,300,1900,-230,0,1,"428_1_54_0"
0,300,1900,-230,0,1,"428_1_6_0"
0,300,1900,-230,0,1,"428_1_71_0"
0,300,1900,-230,0,1,"428_1_73_0"
0,300,1900,-230,0,1,"428_1_74_0"
0,300,1900,-230,0,1,"428_1_76_0"
0,300,1900,-230,0,1,"428_1_81_0"
0,300,1900,-230,0,1,"428_1_82_0"
0,300,1900,-230,0,1,"428_1_84_0"
0,300,1900,-230,0,1,"428_1_98_0"
0,300,1900,-230,0,1,"43_1_13_1"
0,300,1900,-230,0,1,"43_1_15_1"
0,300,1900,-230,0,1,"43_1_34_0"
0,300,1900,-230,0,1,"43_1_38_1"
0,300,1900,-230,0,1,"43_1_41_1"
0,300,1900,-230,0,1,"43_1_42_0"
0,300,1900,-230,0,1,"43_1_43_1"
0,300,1900,-230,0,1,"43_1_44_0"
0,300,1900,-230,0,1,"43_1_47_0"
0,300,1900,-230,0,1,"43_1_5_0"
0,300,1900,-230,0,1,"43_1_54_1"
0,300,1900,-230,0,1,"43_1_60_0"
0,300,1900,-230,0,1,"44_0_44_0"
0,300,1900,-230,0,1,"44_0_44_1"
0,300,1900,-230,0,1,"44_1_13_1"
0,300,1900,-230,0,1,"44_1_15_1"
0,300,1900,-230,0,1,"44_1_31_0"
0,300,1900,-230,0,1,"44_1_33_0"
0,300,1900,-230,0,1,"44_1_38_1"
0,300,1900,-230,0,1,"44_1_42_0"
0,300,1900,-230,0,1,"44_1_43_1"
0,300,1900,-230,0,1,"44_1_44_0"
0,300,1900,-230,0,1,"44_1_49_0"
0,300,1900,-230,0,1,"44_1_5_0"
0,300,1900,-230,0,1,"44_1_50_0"
0,300,1900,-230,0,1,"44_1_60_0"
0,300,1900,-230,0,1,"44_1_670_1"
0,300,1900,-230,0,1,"442_1_125_0"
0,300,1900,-230,0,1,"46_0_46_0"
0,300,1900,-230,0,1,"46_0_46_1"
0,300,1900,-230,0,1,"461_0_461_1"
0,300,1900,-230,0,1,"461_0_462_1"
0,300,1900,-230,0,1,"461_1_461_0"
0,300,1900,-230,0,1,"46_1_160_0"
